player,role,year,format,matches,innings,runs,batting_avg,strike_rate,hundreds,fifties,wickets,bowling_avg,economy,five_wickets,powerplay_runs,powerplay_balls,powerplay_wickets,powerplay_economy,middle_runs,middle_balls,middle_wickets,middle_economy,death_runs,death_balls,death_wickets,death_economy
Saud Shakeel,Batter,2022,T20,14,14,660,47.14,129.5,1,5,0,42.8,7.73,1,103,87,0,0.0,382,314,0,0.0,175,111,0,0.0
Saud Shakeel,Batter,2022,ODI,10,10,737,73.7,82.6,2,7,5,47.59,5.1,0,154,205,0,0.0,441,568,0,0.0,142,141,0,0.0
Saud Shakeel,Batter,2022,Test,11,22,560,25.45,42.4,1,5,7,41.07,3.21,1,86,223,0,0.0,325,816,0,0.0,149,289,0,0.0
Saud Shakeel,Batter,2023,T20,8,8,711,88.88,130.9,2,5,0,42.07,8.14,0,144,121,0,0.0,440,358,0,0.0,127,79,0,0.0
Saud Shakeel,Batter,2023,ODI,13,13,735,56.54,86.6,2,7,17,42.39,5.64,0,145,184,0,0.0,395,486,0,0.0,195,185,0,0.0
Saud Shakeel,Batter,2023,Test,8,16,465,29.06,39.7,1,4,1,36.69,2.43,0,73,202,0,0.0,300,805,0,0.0,92,190,0,0.0
Saud Shakeel,Batter,2024,T20,10,10,470,47.0,148.6,2,4,0,42.88,7.49,1,62,45,0,0.0,286,205,0,0.0,122,67,0,0.0
Saud Shakeel,Batter,2024,ODI,13,13,697,53.62,101.2,1,5,8,42.73,4.73,0,143,155,0,0.0,457,481,0,0.0,97,78,0,0.0
Saud Shakeel,Batter,2024,Test,19,38,487,12.82,54.9,2,4,0,54.29,3.58,0,82,164,0,0.0,298,578,0,0.0,107,160,0,0.0
Shan Masood,Batter,2015,T20,7,7,435,62.14,132.0,1,3,0,48.54,8.01,0,153,121,0,0.0,206,166,0,0.0,76,49,0,0.0
Shan Masood,Batter,2015,ODI,18,18,456,25.33,65.2,1,4,0,45.1,4.93,0,143,229,0,0.0,195,318,0,0.0,118,156,0,0.0
Shan Masood,Batter,2015,Test,5,10,708,70.8,51.5,2,5,0,52.35,3.07,1,246,500,0,0.0,334,691,0,0.0,128,215,0,0.0
Shan Masood,Batter,2016,T20,19,19,804,42.32,131.7,2,6,17,49.35,6.57,0,278,221,0,0.0,373,301,0,0.0,153,100,0,0.0
Shan Masood,Batter,2016,ODI,8,8,602,75.25,78.1,1,6,14,43.73,5.6,0,231,310,0,0.0,289,394,0,0.0,82,90,0,0.0
Shan Masood,Batter,2016,Test,17,34,624,18.35,63.3,1,6,16,38.93,3.15,0,218,361,0,0.0,290,488,0,0.0,116,158,0,0.0
Shan Masood,Batter,2017,T20,5,5,715,143.0,125.6,3,6,14,50.3,7.83,0,265,221,0,0.0,355,301,0,0.0,95,65,0,0.0
Shan Masood,Batter,2017,ODI,9,9,337,37.44,97.8,0,2,4,41.23,4.72,0,120,128,0,0.0,150,163,0,0.0,67,59,0,0.0
Shan Masood,Batter,2017,Test,13,26,638,24.54,63.3,2,5,9,50.29,3.74,0,204,337,0,0.0,337,567,0,0.0,97,132,0,0.0
Shan Masood,Batter,2018,T20,11,11,688,62.55,140.2,1,6,0,47.13,8.53,0,245,183,0,0.0,385,292,0,0.0,58,35,0,0.0
Shan Masood,Batter,2018,ODI,8,8,499,62.38,74.9,1,5,8,45.06,4.33,0,140,195,0,0.0,238,338,0,0.0,121,140,0,0.0
Shan Masood,Batter,2018,Test,17,34,838,24.65,73.5,2,6,9,49.88,3.14,1,282,402,0,0.0,412,597,0,0.0,144,169,0,0.0
Shan Masood,Batter,2019,T20,5,5,469,93.8,127.4,2,3,6,45.26,7.42,0,162,133,0,0.0,212,177,0,0.0,95,64,0,0.0
Shan Masood,Batter,2019,ODI,13,13,629,48.38,66.1,1,6,7,52.42,5.49,1,198,314,0,0.0,292,470,0,0.0,139,182,0,0.0
Shan Masood,Batter,2019,Test,9,18,541,30.06,55.7,1,5,8,56.48,3.03,0,199,374,0,0.0,261,499,0,0.0,81,126,0,0.0
Shan Masood,Batter,2020,T20,6,6,475,79.17,143.3,1,3,0,49.89,7.08,0,164,119,0,0.0,242,179,0,0.0,69,41,0,0.0
Shan Masood,Batter,2020,ODI,16,16,684,42.75,84.2,1,5,0,46.58,5.24,1,234,291,0,0.0,343,434,0,0.0,107,110,0,0.0
Shan Masood,Batter,2020,Test,13,26,654,25.15,52.5,1,6,11,43.48,3.02,0,235,469,0,0.0,299,606,0,0.0,120,198,0,0.0
Shan Masood,Batter,2021,T20,9,9,380,42.22,127.0,1,4,15,45.3,8.2,1,109,89,0,0.0,210,176,0,0.0,61,41,0,0.0
Shan Masood,Batter,2021,ODI,9,9,469,52.11,76.1,1,3,7,50.09,6.17,1,184,253,0,0.0,207,289,0,0.0,78,88,0,0.0
Shan Masood,Batter,2021,Test,11,22,787,35.77,49.4,2,6,3,38.13,3.49,1,306,649,0,0.0,371,800,0,0.0,110,192,0,0.0
Shan Masood,Batter,2022,T20,19,19,552,29.05,131.4,2,4,0,45.66,8.65,0,185,147,0,0.0,239,193,0,0.0,128,84,0,0.0
Shan Masood,Batter,2022,ODI,9,9,473,52.56,79.8,1,3,23,44.71,4.7,1,147,193,0,0.0,222,296,0,0.0,104,112,0,0.0
Shan Masood,Batter,2022,Test,7,14,718,51.29,69.4,3,6,0,47.32,3.22,0,259,391,0,0.0,342,525,0,0.0,117,146,0,0.0
Shan Masood,Batter,2023,T20,19,19,589,31.0,119.0,1,5,3,47.52,7.46,0,197,173,0,0.0,278,248,0,0.0,114,83,0,0.0
Shan Masood,Batter,2023,ODI,6,6,486,81.0,84.3,1,5,9,43.25,5.38,0,149,185,0,0.0,246,310,0,0.0,91,93,0,0.0
Shan Masood,Batter,2023,Test,8,16,593,37.06,64.2,1,5,4,51.77,3.49,1,206,336,0,0.0,295,489,0,0.0,92,124,0,0.0
Shan Masood,Batter,2024,T20,14,14,578,41.29,138.1,1,5,7,57.72,8.39,1,238,180,0,0.0,255,196,0,0.0,85,53,0,0.0
Shan Masood,Batter,2024,ODI,8,8,364,45.5,83.4,1,3,0,46.44,4.88,0,133,167,0,0.0,201,256,0,0.0,30,31,0,0.0
Shan Masood,Batter,2024,Test,17,34,656,19.29,61.0,2,6,9,49.58,2.55,0,230,395,0,0.0,323,564,0,0.0,103,146,0,0.0
Salman Agha,Batter,2015,T20,10,10,750,75.0,133.8,2,6,2,48.14,7.11,0,95,76,0,0.0,363,271,0,0.0,292,159,0,0.0
Salman Agha,Batter,2015,ODI,12,12,406,33.83,90.0,2,3,3,42.32,5.2,0,46,55,0,0.0,191,212,0,0.0,169,137,0,0.0
Salman Agha,Batter,2015,Test,5,10,619,61.9,56.2,1,5,0,45.02,3.31,0,93,179,0,0.0,286,508,0,0.0,240,311,0,0.0
Salman Agha,Batter,2016,T20,5,5,664,132.8,133.8,1,5,6,50.47,7.3,0,73,59,0,0.0,310,231,0,0.0,281,153,0,0.0
Salman Agha,Batter,2016,ODI,12,12,749,62.42,100.4,2,6,8,46.06,4.99,0,114,123,0,0.0,384,382,0,0.0,251,182,0,0.0
Salman Agha,Batter,2016,Test,18,36,794,22.06,72.2,2,6,0,46.25,2.9,1,86,129,0,0.0,350,484,0,0.0,358,362,0,0.0
Salman Agha,Batter,2017,T20,8,8,792,99.0,104.4,2,6,5,48.92,7.69,0,89,92,0,0.0,373,357,0,0.0,330,230,0,0.0
Salman Agha,Batter,2017,ODI,7,7,751,107.29,77.7,2,7,0,43.71,5.08,1,82,114,0,0.0,349,449,0,0.0,320,300,0,0.0
Salman Agha,Batter,2017,Test,14,28,419,14.96,52.3,2,4,7,53.32,2.73,1,58,120,0,0.0,167,319,0,0.0,194,270,0,0.0
Salman Agha,Batter,2018,T20,9,9,613,68.11,129.5,1,6,0,47.93,8.71,0,69,57,0,0.0,249,192,0,0.0,295,166,0,0.0
Salman Agha,Batter,2018,ODI,13,13,433,33.31,91.4,1,3,9,45.51,4.74,0,31,36,0,0.0,222,242,0,0.0,180,143,0,0.0
Salman Agha,Batter,2018,Test,18,36,440,12.22,46.5,1,3,0,49.23,2.53,1,48,111,0,0.0,219,470,0,0.0,173,271,0,0.0
Salman Agha,Batter,2019,T20,18,18,475,26.39,117.9,1,3,1,45.04,7.84,0,45,41,0,0.0,245,207,0,0.0,185,114,0,0.0
Salman Agha,Batter,2019,ODI,9,9,643,71.44,84.3,1,6,13,36.83,5.38,0,65,83,0,0.0,321,380,0,0.0,257,222,0,0.0
Salman Agha,Batter,2019,Test,18,36,447,12.42,55.9,1,3,18,50.71,3.62,0,51,98,0,0.0,217,388,0,0.0,179,233,0,0.0
Salman Agha,Batter,2020,T20,18,18,449,24.94,146.2,1,4,12,36.38,8.27,0,56,41,0,0.0,215,147,0,0.0,178,88,0,0.0
Salman Agha,Batter,2020,ODI,18,18,622,34.56,89.7,1,6,8,37.13,5.35,0,79,95,0,0.0,268,298,0,0.0,275,223,0,0.0
Salman Agha,Batter,2020,Test,14,28,637,22.75,57.3,1,5,2,44.98,3.47,0,56,105,0,0.0,270,471,0,0.0,311,396,0,0.0
Salman Agha,Batter,2021,T20,14,14,512,36.57,132.3,1,5,0,50.98,7.7,0,60,49,0,0.0,225,170,0,0.0,227,125,0,0.0
Salman Agha,Batter,2021,ODI,6,6,617,102.83,92.3,1,6,0,46.03,4.8,0,82,96,0,0.0,305,330,0,0.0,230,181,0,0.0
Salman Agha,Batter,2021,Test,11,22,409,18.59,54.4,1,4,7,49.01,3.17,1,57,113,0,0.0,204,375,0,0.0,148,198,0,0.0
Salman Agha,Batter,2022,T20,5,5,604,120.8,126.4,1,5,4,47.1,7.66,0,70,59,0,0.0,306,242,0,0.0,228,131,0,0.0
Salman Agha,Batter,2022,ODI,14,14,634,45.29,95.4,1,6,4,40.66,5.2,0,69,78,0,0.0,250,262,0,0.0,315,241,0,0.0
Salman Agha,Batter,2022,Test,8,16,454,28.38,73.6,1,3,18,46.32,2.1,0,58,85,0,0.0,215,292,0,0.0,181,179,0,0.0
Salman Agha,Batter,2023,T20,19,19,677,35.63,147.3,1,5,9,47.57,7.12,1,101,74,0,0.0,368,249,0,0.0,208,103,0,0.0
Salman Agha,Batter,2023,ODI,15,15,529,35.27,87.7,1,5,0,36.69,5.96,1,69,85,0,0.0,243,277,0,0.0,217,180,0,0.0
Salman Agha,Batter,2023,Test,7,14,662,47.29,67.5,2,5,1,45.94,2.84,0,41,65,0,0.0,302,447,0,0.0,319,345,0,0.0
Salman Agha,Batter,2024,T20,7,7,445,63.57,135.1,1,4,7,48.44,7.66,0,58,46,0,0.0,208,153,0,0.0,179,96,0,0.0
Salman Agha,Batter,2024,ODI,20,20,449,22.45,102.8,2,3,2,57.41,4.71,0,82,86,0,0.0,225,218,0,0.0,142,100,0,0.0
Salman Agha,Batter,2024,Test,17,34,436,12.82,62.5,1,4,0,52.17,3.56,1,48,83,0,0.0,190,304,0,0.0,198,231,0,0.0
Shaheen Afridi,Bowler,2015,T20,6,6,239,39.83,124.6,0,1,18,28.33,7.99,0,35,38,8,6.93,107,117,2,7.23,97,87,8,9.62
Shaheen Afridi,Bowler,2015,ODI,16,16,15,0.94,72.0,1,0,28,33.96,5.62,1,2,2,11,4.81,6,6,6,5.39,7,6,11,6.33
Shaheen Afridi,Bowler,2015,Test,11,22,319,14.5,51.6,0,3,17,29.83,3.17,0,47,51,7,3.03,143,157,3,3.4,129,116,7,3.82
Shaheen Afridi,Bowler,2016,T20,16,16,78,4.88,141.8,0,0,4,27.26,7.9,1,11,12,0,6.8,35,38,1,7.59,32,28,3,9.4
Shaheen Afridi,Bowler,2016,ODI,7,7,247,35.29,81.3,1,2,38,25.13,4.86,1,37,40,17,4.62,111,122,7,5.75,99,89,14,6.81
Shaheen Afridi,Bowler,2016,Test,18,36,271,7.53,42.7,0,3,27,22.3,3.71,1,40,44,12,3.45,121,133,5,3.54,110,99,10,3.88
Shaheen Afridi,Bowler,2017,T20,15,15,77,5.13,156.2,0,1,27,28.62,7.62,2,11,12,11,6.77,34,37,6,7.4,32,28,10,8.48
Shaheen Afridi,Bowler,2017,ODI,9,9,240,26.67,76.5,0,2,17,29.72,6.56,0,36,39,7,4.94,108,118,2,5.53,96,86,8,6.84
Shaheen Afridi,Bowler,2017,Test,5,10,356,35.6,48.5,1,3,31,16.94,3.09,2,53,58,13,2.82,160,176,5,3.47,143,128,13,4.34
Shaheen Afridi,Bowler,2018,T20,15,15,29,1.93,139.7,1,1,29,29.98,8.4,2,4,4,12,6.7,13,14,5,7.83,12,10,12,8.96
Shaheen Afridi,Bowler,2018,ODI,8,8,15,1.88,104.1,0,0,25,22.92,4.64,1,2,2,11,4.9,6,6,4,4.91,7,6,10,6.08
Shaheen Afridi,Bowler,2018,Test,6,12,104,8.67,45.3,0,0,12,28.06,2.48,0,15,16,5,3.33,46,50,1,3.24,43,38,6,4.26
Shaheen Afridi,Bowler,2019,T20,17,17,15,0.88,144.7,0,1,26,26.19,8.53,1,2,2,10,7.46,6,6,5,7.42,7,6,11,9.29
Shaheen Afridi,Bowler,2019,ODI,16,16,166,10.38,92.5,0,2,17,30.12,5.77,0,24,26,7,5.05,74,81,2,5.73,68,61,8,6.96
Shaheen Afridi,Bowler,2019,Test,18,36,15,0.42,64.8,0,1,34,31.97,2.76,1,2,2,15,3.02,6,6,7,3.18,7,6,12,4.53
Shaheen Afridi,Bowler,2020,T20,17,17,284,16.71,142.8,0,2,16,30.2,7.69,0,42,46,7,7.31,127,139,2,7.44,115,103,7,9.52
Shaheen Afridi,Bowler,2020,ODI,7,7,319,45.57,84.0,0,3,25,21.24,4.55,1,47,51,11,4.79,143,157,5,5.68,129,116,9,6.64
Shaheen Afridi,Bowler,2020,Test,17,34,403,11.85,56.9,1,3,14,33.45,2.82,1,60,66,6,2.67,181,199,3,3.43,162,145,5,4.39
Shaheen Afridi,Bowler,2021,T20,10,10,231,23.1,144.7,0,1,31,22.5,8.17,1,34,37,13,6.38,103,113,6,7.44,94,84,12,9.3
Shaheen Afridi,Bowler,2021,ODI,15,15,301,20.07,78.7,0,2,19,23.74,6.23,1,45,49,8,5.84,135,148,4,5.18,121,108,7,6.07
Shaheen Afridi,Bowler,2021,Test,5,10,179,17.9,64.0,0,1,37,22.13,2.72,2,26,28,17,3.16,80,88,8,3.22,73,65,12,4.21
Shaheen Afridi,Bowler,2022,T20,12,12,282,23.5,148.3,0,3,32,26.51,8.13,1,42,46,15,6.27,126,138,8,7.51,114,102,9,8.31
Shaheen Afridi,Bowler,2022,ODI,11,11,292,26.55,86.0,0,3,31,34.09,5.73,2,43,47,15,5.1,131,144,6,4.61,118,106,10,5.8
Shaheen Afridi,Bowler,2022,Test,18,36,182,5.06,48.5,0,1,22,22.86,2.77,1,27,29,11,3.5,81,89,5,3.0,74,66,6,3.34
Shaheen Afridi,Bowler,2023,T20,13,13,251,19.31,127.9,0,3,22,30.09,7.86,0,37,40,9,6.73,112,123,4,7.49,102,91,9,8.99
Shaheen Afridi,Bowler,2023,ODI,15,15,47,3.13,92.3,0,1,30,28.46,5.83,1,7,7,13,4.59,21,23,6,5.6,19,17,11,6.44
Shaheen Afridi,Bowler,2023,Test,13,26,148,5.69,49.9,0,2,7,24.79,2.61,0,22,24,3,3.39,66,72,1,3.44,60,54,3,4.45
Shaheen Afridi,Bowler,2024,T20,8,8,192,24.0,139.4,0,2,29,27.09,7.9,1,28,30,13,6.68,86,94,5,7.96,78,70,11,8.5
Shaheen Afridi,Bowler,2024,ODI,6,6,330,55.0,85.1,1,2,27,29.49,4.75,1,49,53,13,4.9,148,162,6,5.02,133,119,8,6.3
Shaheen Afridi,Bowler,2024,Test,6,12,117,9.75,42.9,1,1,33,34.59,2.04,1,17,18,16,3.15,52,57,7,3.35,48,43,10,4.33
Naseem Shah,Bowler,2015,T20,15,15,164,10.93,145.3,0,1,16,33.83,8.22,0,24,26,6,7.07,73,80,4,7.72,67,60,6,9.74
Naseem Shah,Bowler,2015,ODI,7,7,377,53.86,84.7,2,4,38,23.39,4.12,2,56,61,14,5.53,169,185,10,5.61,152,136,14,6.5
Naseem Shah,Bowler,2015,Test,18,36,15,0.42,45.3,0,1,16,19.76,1.94,0,2,2,5,3.62,6,6,4,3.52,7,6,7,3.96
Naseem Shah,Bowler,2016,T20,12,12,33,2.75,126.2,0,0,15,32.2,8.07,0,4,4,6,6.81,14,15,4,7.26,15,13,5,8.64
Naseem Shah,Bowler,2016,ODI,15,15,169,11.27,86.6,1,1,19,28.36,5.01,0,25,27,7,4.86,76,83,6,5.4,68,61,6,6.28
Naseem Shah,Bowler,2016,Test,17,34,95,2.79,58.1,0,1,31,33.26,2.9,1,14,15,13,3.55,42,46,7,2.89,39,35,11,4.1
Naseem Shah,Bowler,2017,T20,10,10,456,45.6,133.8,2,4,35,25.88,8.94,1,68,74,15,7.17,205,225,8,7.49,183,164,12,8.67
Naseem Shah,Bowler,2017,ODI,19,19,213,11.21,85.4,1,2,29,28.12,5.5,1,31,34,13,4.97,95,104,7,5.17,87,78,9,6.77
Naseem Shah,Bowler,2017,Test,8,16,192,12.0,55.6,0,2,28,27.43,3.71,1,28,30,11,3.09,86,94,6,3.33,78,70,11,3.97
Naseem Shah,Bowler,2018,T20,13,13,15,1.15,128.9,0,1,26,21.9,7.21,1,2,2,10,7.36,6,6,7,7.8,7,6,9,8.53
Naseem Shah,Bowler,2018,ODI,12,12,15,1.25,93.3,0,0,36,24.28,5.68,1,2,2,14,5.02,6,6,9,5.35,7,6,13,6.47
Naseem Shah,Bowler,2018,Test,5,10,215,21.5,33.1,0,2,14,30.95,2.7,0,32,35,5,3.38,96,105,4,2.93,87,78,5,4.16
Naseem Shah,Bowler,2019,T20,8,8,228,28.5,149.6,0,2,34,22.36,7.83,2,34,37,15,7.09,102,112,8,7.53,92,82,11,9.16
Naseem Shah,Bowler,2019,ODI,15,15,55,3.67,99.4,1,0,17,26.24,5.8,1,8,8,7,5.7,24,26,4,5.1,23,20,6,6.36
Naseem Shah,Bowler,2019,Test,20,40,94,2.35,67.9,1,1,28,27.59,3.31,1,14,15,11,3.52,42,46,8,2.92,38,34,9,4.4
Naseem Shah,Bowler,2020,T20,10,10,69,6.9,133.6,0,1,38,16.79,7.16,1,10,11,16,7.45,31,34,10,7.29,28,25,12,8.7
Naseem Shah,Bowler,2020,ODI,18,18,320,17.78,89.6,0,3,16,27.5,5.24,1,48,52,6,4.96,144,158,3,4.85,128,115,7,6.35
Naseem Shah,Bowler,2020,Test,10,20,333,16.65,52.3,0,2,32,23.65,3.2,2,49,53,13,3.16,149,163,8,3.24,135,121,11,3.6
Naseem Shah,Bowler,2021,T20,6,6,372,62.0,134.9,1,3,33,34.57,7.57,1,55,60,13,6.99,167,183,8,7.14,150,135,12,9.09
Naseem Shah,Bowler,2021,ODI,16,16,315,19.69,86.1,1,3,38,18.28,5.84,1,47,51,16,5.26,141,155,11,5.47,127,114,11,6.99
Naseem Shah,Bowler,2021,Test,9,18,15,0.83,52.3,0,1,21,23.01,2.96,0,2,2,9,2.92,6,6,4,3.16,7,6,8,4.35
Naseem Shah,Bowler,2022,T20,9,9,54,6.0,119.8,0,1,23,23.59,8.24,0,8,8,8,7.16,24,26,6,7.16,22,19,9,9.02
Naseem Shah,Bowler,2022,ODI,9,9,100,11.11,79.6,0,1,21,31.36,5.65,1,15,16,9,5.12,45,49,5,4.88,40,36,7,6.44
Naseem Shah,Bowler,2022,Test,19,38,168,4.42,57.2,0,1,23,25.87,3.3,0,25,27,8,3.3,75,82,7,3.13,68,61,8,3.64
Naseem Shah,Bowler,2023,T20,6,6,75,12.5,131.4,1,0,16,28.24,8.54,0,11,12,7,6.96,33,36,5,6.51,31,27,4,9.19
Naseem Shah,Bowler,2023,ODI,11,11,15,1.36,86.1,0,0,26,27.04,5.43,1,2,2,9,5.26,6,6,6,5.24,7,6,11,5.54
Naseem Shah,Bowler,2023,Test,12,24,385,16.04,61.9,2,3,17,20.52,3.39,0,57,62,7,3.43,173,190,4,3.67,155,139,6,3.61
Naseem Shah,Bowler,2024,T20,14,14,113,8.07,133.9,1,1,29,24.54,7.37,2,16,17,12,6.83,50,55,7,7.36,47,42,10,9.44
Naseem Shah,Bowler,2024,ODI,17,17,187,11.0,94.5,1,1,26,30.92,4.94,1,28,30,9,4.97,84,92,6,6.02,75,67,11,5.99
Naseem Shah,Bowler,2024,Test,11,22,374,17.0,45.9,2,3,36,28.31,3.35,2,56,61,16,3.08,168,184,9,2.73,150,135,11,3.93
Haris Rauf,Bowler,2015,T20,14,14,393,28.07,138.3,2,4,24,33.63,7.64,0,58,63,6,8.27,176,193,8,7.22,159,143,10,8.34
Haris Rauf,Bowler,2015,ODI,17,17,69,4.06,88.2,0,0,26,28.95,5.34,2,10,11,4,6.1,31,34,9,4.63,28,25,13,6.57
Haris Rauf,Bowler,2015,Test,12,24,15,0.62,71.3,1,1,36,28.58,3.02,1,2,2,7,3.85,6,6,12,3.32,7,6,17,4.01
Haris Rauf,Bowler,2016,T20,5,5,15,3.0,142.8,1,1,22,31.77,8.33,1,2,2,4,8.39,6,6,7,7.92,7,6,11,8.74
Haris Rauf,Bowler,2016,ODI,10,10,251,25.1,74.8,0,2,29,20.87,4.85,2,37,40,6,6.21,112,123,9,5.51,102,91,14,7.03
Haris Rauf,Bowler,2016,Test,7,14,167,11.93,46.8,1,1,36,30.22,2.54,1,25,27,8,3.5,75,82,13,3.16,67,60,15,4.06
Haris Rauf,Bowler,2017,T20,18,18,199,11.06,120.7,0,1,14,27.85,7.39,0,29,31,2,8.75,89,97,4,7.72,81,72,8,9.53
Haris Rauf,Bowler,2017,ODI,14,14,196,14.0,92.7,0,1,23,29.04,4.99,0,29,31,5,6.47,88,96,7,4.92,79,71,11,5.93
Haris Rauf,Bowler,2017,Test,6,12,159,13.25,34.8,1,2,21,26.27,2.99,0,23,25,5,3.52,71,78,7,3.86,65,58,9,4.28
Haris Rauf,Bowler,2018,T20,15,15,295,19.67,148.1,0,2,20,17.96,7.84,1,44,48,4,9.13,132,145,7,7.51,119,107,9,8.35
Haris Rauf,Bowler,2018,ODI,7,7,48,6.86,94.7,0,1,20,26.61,4.97,0,7,7,4,5.82,21,23,7,5.58,20,18,9,6.96
Haris Rauf,Bowler,2018,Test,5,10,15,1.5,57.1,0,1,25,23.61,2.36,2,2,2,4,3.56,6,6,8,3.61,7,6,13,4.4
Haris Rauf,Bowler,2019,T20,9,9,314,34.89,138.7,0,3,28,28.86,8.3,1,47,51,6,8.44,141,155,9,7.62,126,113,13,8.23
Haris Rauf,Bowler,2019,ODI,6,6,281,46.83,87.7,0,2,25,29.31,5.32,1,42,46,6,5.89,126,138,8,5.85,113,101,11,7.43
Haris Rauf,Bowler,2019,Test,9,18,15,0.83,46.0,0,0,20,37.47,3.64,0,2,2,3,4.25,6,6,7,3.06,7,6,10,3.64
Haris Rauf,Bowler,2020,T20,16,16,201,12.56,136.6,0,2,19,24.38,8.37,0,30,33,4,8.78,90,99,7,7.33,81,72,8,8.57
Haris Rauf,Bowler,2020,ODI,11,11,81,7.36,102.3,0,1,17,26.83,4.86,0,12,13,3,6.51,36,39,5,5.41,33,29,9,6.08
Haris Rauf,Bowler,2020,Test,8,16,35,2.19,73.9,0,1,28,23.41,2.88,1,5,5,6,3.96,15,16,10,3.19,15,13,12,4.35
Haris Rauf,Bowler,2021,T20,19,19,176,9.26,141.5,0,2,27,19.8,7.65,1,26,28,6,8.82,79,86,9,7.33,71,63,12,8.41
Haris Rauf,Bowler,2021,ODI,13,13,385,29.62,90.9,1,4,16,25.94,4.51,0,57,62,3,5.35,173,190,5,5.23,155,139,8,6.64
Haris Rauf,Bowler,2021,Test,19,38,112,2.95,40.9,0,0,31,32.44,2.96,1,16,17,6,3.69,50,55,10,3.87,46,41,15,3.74
Haris Rauf,Bowler,2022,T20,14,14,667,47.64,129.8,1,6,32,26.55,8.18,2,100,110,7,8.25,300,330,10,8.01,267,240,15,9.2
Haris Rauf,Bowler,2022,ODI,19,19,15,0.79,75.5,1,0,27,32.59,5.08,2,2,2,5,6.71,6,6,8,5.73,7,6,14,6.25
Haris Rauf,Bowler,2022,Test,15,30,349,11.63,65.3,0,3,23,26.65,3.68,0,52,57,5,4.08,157,172,7,3.1,140,126,11,4.02
Haris Rauf,Bowler,2023,T20,10,10,362,36.2,127.1,1,3,11,23.6,7.68,1,54,59,3,8.98,162,178,4,7.66,146,131,4,9.09
Haris Rauf,Bowler,2023,ODI,6,6,18,3.0,78.5,0,1,21,28.52,5.33,0,2,2,5,6.26,8,8,8,5.07,8,7,8,6.72
Haris Rauf,Bowler,2023,Test,14,28,224,8.0,60.5,0,2,31,37.54,2.93,1,33,36,5,3.65,100,110,11,3.3,91,81,15,4.85
Haris Rauf,Bowler,2024,T20,5,5,249,49.8,140.4,0,3,29,31.54,7.62,2,37,40,6,7.63,112,123,9,8.31,100,90,14,8.94
Haris Rauf,Bowler,2024,ODI,12,12,186,15.5,53.9,1,1,14,30.52,4.7,0,27,29,2,5.97,83,91,3,5.65,76,68,9,5.55
Haris Rauf,Bowler,2024,Test,15,30,19,0.63,55.7,0,0,39,19.01,3.33,1,2,2,8,3.71,8,8,12,2.81,9,8,19,3.72
Mohammad Wasim Jr,Bowler,2015,T20,7,7,259,37.0,147.5,0,3,20,27.82,7.45,0,38,41,5,7.7,116,127,6,7.41,105,94,9,8.84
Mohammad Wasim Jr,Bowler,2015,ODI,15,15,15,1.0,84.4,1,0,29,20.72,4.87,1,2,2,7,5.84,6,6,9,5.63,7,6,13,6.73
Mohammad Wasim Jr,Bowler,2015,Test,20,40,337,8.43,54.8,0,3,21,29.99,3.15,0,50,55,5,3.79,151,166,6,3.35,136,122,10,3.81
Mohammad Wasim Jr,Bowler,2016,T20,14,14,262,18.71,150.6,0,2,37,28.52,7.79,2,39,42,10,8.26,117,128,11,7.57,106,95,16,9.38
Mohammad Wasim Jr,Bowler,2016,ODI,20,20,15,0.75,81.0,0,0,13,32.32,4.79,0,2,2,2,5.61,6,6,3,5.79,7,6,8,6.71
Mohammad Wasim Jr,Bowler,2016,Test,8,16,48,3.0,56.3,0,1,35,25.92,3.58,1,7,7,8,3.75,21,23,12,3.06,20,18,15,4.5
Mohammad Wasim Jr,Bowler,2017,T20,13,13,153,11.77,122.7,0,2,20,26.46,8.05,0,22,24,4,7.93,68,74,6,7.98,63,56,10,9.69
Mohammad Wasim Jr,Bowler,2017,ODI,8,8,119,14.88,99.2,0,0,20,29.56,6.12,0,17,18,5,6.05,53,58,7,5.52,49,44,8,6.78
Mohammad Wasim Jr,Bowler,2017,Test,5,10,144,14.4,49.4,1,2,30,17.65,2.98,1,21,23,7,3.26,64,70,10,3.62,59,53,13,4.16
Mohammad Wasim Jr,Bowler,2018,T20,13,13,438,33.69,134.4,1,3,22,26.87,7.45,0,65,71,6,7.66,197,216,7,7.79,176,158,9,9.07
Mohammad Wasim Jr,Bowler,2018,ODI,7,7,37,5.29,83.7,0,1,19,33.31,5.66,1,5,5,5,5.93,16,17,6,5.25,16,14,8,6.85
Mohammad Wasim Jr,Bowler,2018,Test,5,10,133,13.3,55.3,0,1,36,26.73,3.39,1,19,20,8,3.84,59,64,13,3.82,55,49,15,4.64
Mohammad Wasim Jr,Bowler,2019,T20,11,11,249,22.64,138.7,0,2,26,34.41,7.98,2,37,40,5,7.68,112,123,9,7.54,100,90,12,9.26
Mohammad Wasim Jr,Bowler,2019,ODI,14,14,86,6.14,97.0,1,1,12,28.44,4.72,0,12,13,2,5.81,38,41,5,5.7,36,32,5,7.26
Mohammad Wasim Jr,Bowler,2019,Test,14,28,15,0.54,45.5,0,1,30,31.17,3.47,1,2,2,7,3.4,6,6,11,3.07,7,6,12,4.3
